ID,Ape,Background,Eyes,Glasses,Jewelry,Headwear,Mouth,Outfit,Ape%,Background%,Eyes%,Glasses%,Jewelry%,Headwear%,Mouth%,Outfit%,Statistical Rarity,Inverse SR Rank,SR Percentile,Trait Count,Inverse TC Rarity,Sub-Rarity,Agg. RANK,Rarest Trait %,Rarest Trait Score,Rarity,Final Rank,Glitched?
1620,Lou,Rainbow,Blue And Orange,3D,Cross Earring,None,Nothing,ApeCoin Tee,"12,05%","9,56%","22,00%","3,71%","3,10%","52,08%","65,90%","3,10%","0,0000000309",1906,"50,46",6,"65,63","58,05",1879,"3,1","15,21","43,76847728",2873,N
2721,Gordo,Bright Sky,Grey And Yellow,None,None,None,Nothing,Ripped Black Shirt,"10,19%","7,18%","12,13%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000279",256,"6,78",4,"85,84","46,31",2958,"2,25","38,69","43,76606169",2874,N
1661,Juanita,Ones & Zeros,Blue And Orange,None,None,None,Nothing,Stebo Sweater,"11,25%","5,30%","22,00%","64,95%","62,75%","52,08%","65,90%","2,17%","0,00000398",172,"4,55",4,"85,84","45,19",3121,"2,17","40,89","43,76126593",2875,N
1132,Lou,Deep Blue,Grey And Yellow,None,None,None,Nothing,Hawaii Shirt,"12,05%","7,73%","12,13%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000347",203,"5,37",4,"85,84","45,60",3060,"2,2","40,07","43,75865166",2876,N
2751,Gordo,Deep Blue,Blue And Orange,None,Golden Nose Ring,None,Nothing,None,"10,19%","7,73%","22,00%","64,95%","5,56%","52,08%","65,90%","2,52%","0,00000054",536,"14,19",4,"85,84","50,01",2460,"2,52","31,23","43,75135868",2877,N
2757,Bruno,Mountains,Orange And Blue,None,None,None,Nothing,Dopey Hoodie,"10,83%","5,61%","21,66%","64,95%","62,75%","52,08%","65,90%","2,17%","0,000004",170,"4,50",4,"85,84","45,17",3126,"2,17","40,89","43,74361523",2878,N
512,Bruno,Mountains,Orange And Blue,None,None,None,Nothing,Stebo Sweater,"10,83%","5,61%","21,66%","64,95%","62,75%","52,08%","65,90%","2,17%","0,000004",169,"4,47",4,"85,84","45,15",3128,"2,17","40,89","43,73478989",2879,N
255,Albert,Rainbow,Purple And Green,None,Golden Nose Ring,Chef's Hat,Nothing,Colorbomb Tee,"10,83%","9,56%","7,60%","64,95%","5,56%","4,26%","65,90%","3,18%","0,0000000253",1985,"52,55",6,"65,63","59,09",1804,"3,18","13,00","43,72914631",2880,N
2932,Lou,Sunny Beach,Brown And Orange,None,None,None,Nothing,Jägermeister Urban Hoodie,"12,05%","3,18%","10,38%","64,95%","62,75%","52,08%","65,90%","2,41%","0,00000134",416,"11,01",4,"85,84","48,42",2647,"2,41","34,27","43,70505045",2881,N
3572,Bruno,Sprayed Wall,Yellow And Blue,None,None,Propeller Hat,Nothing,Jägermeister Urban Hoodie,"10,83%","5,30%","10,22%","64,95%","62,75%","4,02%","65,90%","2,41%","0,000000153",1244,"32,94",5,"63,89","48,41",2648,"2,41","34,27","43,6962251",2882,N
1904,Bruno,Gold Flakes,Green And Orange,None,None,None,Nothing,Ripped Black Shirt,"10,83%","6,33%","13,66%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000295",246,"6,51",4,"85,84","46,17",2977,"2,25","38,69","43,67780823",2883,N
1083,Whitney,Abstract White_Blue,Blue And Orange,None,Golden Earring,None,Party Whistle,Colorbomb Tee,"10,46%","5,19%","22,00%","64,95%","3,79%","52,08%","5,35%","3,18%","0,000000026",1976,"52,32",6,"65,63","58,98",1812,"3,18","13,00","43,64971819",2884,N
2252,Ham,Mountains,Blue And Orange,None,None,None,Bubblegum,Ethereum Hoodie,"9,74%","5,61%","22,00%","64,95%","62,75%","52,08%","3,89%","2,20%","0,000000218",1018,"26,95",5,"63,89","45,42",3088,"2,2","40,07","43,63509681",2885,N
2930,Juanita,Abstract Red_Blue,Orange And Blue,None,None,None,Nothing,Hawaii Shirt,"11,25%","4,87%","21,66%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000365",188,"4,98",4,"85,84","45,41",3089,"2,2","40,07","43,62627147",2886,N
2723,Lou,Ones & Zeros,Orange And Blue,None,None,None,Nothing,Stebo Sweater,"12,05%","5,30%","21,66%","64,95%","62,75%","52,08%","65,90%","2,17%","0,00000419",156,"4,13",4,"85,84","44,98",3153,"2,17","40,89","43,62006038",2887,N
325,Whitney,Rainbow,Blue And Orange,None,None,None,Party Whistle,Fantom Sweater,"10,46%","9,56%","22,00%","64,95%","62,75%","52,08%","5,35%","1,80%","0,000000449",598,"15,83",5,"63,89","39,86",3677,"1,8","51,11","43,61111799",2888,N
2870,Juanita,Mountains,Blue And Orange,None,None,None,Nothing,Stebo Sweater,"11,25%","5,61%","22,00%","64,95%","62,75%","52,08%","65,90%","2,17%","0,00000422",153,"4,05",4,"85,84","44,94",3159,"2,17","40,89","43,59358434",2889,N
3138,Lou,Mountains,Orange And Blue,None,None,Clown Wig,Nothing,Ethereum Hoodie,"12,05%","5,61%","21,66%","64,95%","62,75%","2,57%","65,90%","2,20%","0,000000222",1010,"26,74",5,"63,89","45,31",3103,"2,2","40,07","43,56449404",2890,N
2085,Juanita,Bright Sky,Grey And Yellow,None,None,None,Nothing,Green Puffer Jacket,"11,25%","7,18%","12,13%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000308",232,"6,14",4,"85,84","45,99",3004,"2,25","38,69","43,55425338",2891,N
2701,Robin,Rainbow,Blue And Orange,None,None,ArtsyApes Cap,Nothing,None,"11,04%","9,56%","22,00%","64,95%","62,75%","4,05%","65,90%","2,52%","0,000000635",513,"13,58",4,"85,84","49,71",2483,"2,52","31,23","43,54837571",2892,N
670,Bruno,Brick Wall,Purple And Green,None,None,Clown Wig,Nothing,"3,3 Tee","10,83%","6,09%","7,60%","64,95%","62,75%","2,57%","65,90%","3,39%","0,000000117",1394,"36,91",5,"63,89","50,40",2426,"2,57","29,85","43,54696039",2893,N
2178,Ham,Mountains,Orange And Blue,3D,Golden Nose Ring,None,Nothing,Colorbomb Tee,"9,74%","5,61%","21,66%","3,71%","5,56%","52,08%","65,90%","3,18%","0,0000000266",1964,"52,00",6,"65,63","58,82",1824,"3,18","13,00","43,54381403",2894,N
1355,Gordo,Brick Wall,Blue And Orange,3D,None,Propeller Hat,Nothing,Colorbomb Tee,"10,19%","6,09%","22,00%","3,71%","62,75%","4,02%","65,90%","3,18%","0,0000000268",1963,"51,97",6,"65,63","58,80",1825,"3,18","13,00","43,53498869",2895,N
1513,Whitney,Abstract White_Blue,Orange And Blue,None,None,Gold Halo,Nothing,Blue Camo Shirt,"10,46%","5,19%","21,66%","64,95%","62,75%","2,33%","65,90%","2,44%","0,000000179",1142,"30,24",5,"63,89","47,06",2848,"2,33","36,48","43,5325731",2896,N
747,Robin,Sprayed Wall,Orange And Blue,None,None,None,Nothing,Ethereum Hoodie,"11,04%","5,30%","21,66%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000389",177,"4,69",4,"85,84","45,26",3111,"2,2","40,07","43,52919266",2897,N
2677,Lou,Mountains,Brown And Orange,Orange Shades,Double Ear Piercing,None,Nothing,Luna Tee,"12,05%","5,61%","10,38%","6,35%","3,36%","52,08%","65,90%","3,65%","0,0000000188",2150,"56,92",6,"65,63","61,28",1633,"3,36","8,03","43,52812846",2898,N
3009,Bruno,Mountains,Orange And Blue,None,None,Beer Helmet,Nothing,Ethereum Hoodie,"10,83%","5,61%","21,66%","64,95%","62,75%","2,89%","65,90%","2,20%","0,000000224",1005,"26,61",5,"63,89","45,25",3114,"2,2","40,07","43,52036731",2899,N
2319,Bruno,Gold Flakes,Brown And Orange,None,None,None,Nothing,Black Tee,"10,83%","6,33%","10,38%","64,95%","62,75%","52,08%","65,90%","2,33%","0,00000232",310,"8,21",4,"85,84","47,02",2854,"2,33","36,48","43,50609706",2900,N
1565,Robin,Sprayed Wall,Orange And Blue,None,None,ArtsyApes Cap,Nothing,Plain White Shirt,"11,04%","5,30%","21,66%","64,95%","62,75%","4,05%","65,90%","2,04%","0,000000281",836,"22,13",5,"63,89","43,01",3440,"2,04","44,49","43,50195044",2901,N
3636,Juanita,Ones & Zeros,Orange And Blue,None,Cross Necklace,None,Nothing,Ripped Black Shirt,"11,25%","5,30%","21,66%","64,95%","3,18%","52,08%","65,90%","2,25%","0,000000206",1055,"27,93",5,"63,89","45,91",3015,"2,25","38,69","43,5013013",2902,N
711,Robin,Bright Sky,Blue And Orange,None,None,ArtsyApes Cap,Pizza,_APES_ Sweater,"11,04%","7,18%","22,00%","64,95%","62,75%","4,05%","5,00%","3,02%","0,0000000435",1792,"47,45",6,"65,63","56,54",1984,"3,02","17,42","43,49892112",2903,N
1266,Gordo,Rainbow,Yellow And Blue,None,None,None,Nothing,Ripped Black Shirt,"10,19%","9,56%","10,22%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000313",224,"5,93",4,"85,84","45,88",3018,"2,25","38,69","43,4836506",2904,N
2586,Juanita,Half-Sprayed Wall,Orange And Blue,None,Golden Nose Ring,Visor Cap,Nothing,_APES_ Sweater,"11,25%","6,99%","21,66%","64,95%","5,56%","3,57%","65,90%","3,02%","0,0000000437",1790,"47,39",6,"65,63","56,51",1986,"3,02","17,42","43,48127043",2905,N
2261,Robin,Mountains,Orange And Blue,Deal With It,None,None,Pizza,ApeCoin Tee,"11,04%","5,61%","21,66%","5,03%","62,75%","52,08%","5,00%","3,10%","0,0000000342",1873,"49,59",6,"65,63","57,61",1911,"3,1","15,21","43,47724084",2906,N
3623,Whitney,Abstract White_Blue,Blue And Orange,None,Double Ear Piercing,None,Bubblegum,Stebo Tee,"10,46%","5,19%","22,00%","64,95%","3,36%","52,08%","3,89%","3,57%","0,0000000189",2143,"56,74",6,"65,63","61,19",1638,"3,36","8,03","43,46635104",2907,N
148,Lou,Brick Wall,Blue And Orange,None,None,Captain's Hat,Lollipop,Banana Bonanza Hoodie,"12,05%","6,09%","22,00%","64,95%","62,75%","4,18%","5,03%","3,04%","0,0000000421",1809,"47,90",6,"65,63","56,76",1975,"3,04","16,87","43,46481867",2908,N
384,Robin,Gold Flakes,Orange And Blue,None,Golden Earring,None,Ganja,ApeCoin Tee,"11,04%","6,33%","21,66%","64,95%","3,79%","52,08%","5,75%","3,10%","0,0000000345",1870,"49,51",6,"65,63","57,57",1915,"3,1","15,21","43,45076481",2909,N
2889,Robin,Abstract White_Blue,Yellow And Blue,None,None,None,Lollipop,Blue Camo Shirt,"11,04%","5,19%","10,22%","64,95%","62,75%","52,08%","5,03%","2,44%","0,000000152",1247,"33,02",5,"63,89","48,45",2644,"2,44","33,44","43,44650114",2910,N
1670,Robin,Rainbow,Blue And Orange,None,None,Captain's Hat,Nothing,Fantom Sweater,"11,04%","9,56%","22,00%","64,95%","62,75%","4,18%","65,90%","1,80%","0,00000047",575,"15,22",5,"63,89","39,56",3698,"1,8","51,11","43,40813503",2911,N
3082,Ham,Half-Sprayed Wall,Blue And Orange,None,Golden Earring,None,Nothing,White Tee Blue Shirt,"9,74%","6,99%","22,00%","64,95%","3,79%","52,08%","65,90%","2,09%","0,000000264",876,"23,19",5,"63,89","43,54",3363,"2,09","43,10","43,39463096",2912,N
765,Albert,Abstract White_Blue,Orange And Blue,None,Golden Nose Ring,None,Pizza,ApeCoin Tee,"10,83%","5,19%","21,66%","64,95%","5,56%","52,08%","5,00%","3,10%","0,0000000355",1863,"49,32",6,"65,63","57,48",1925,"3,1","15,21","43,38898738",2913,N
1857,Gordo,Deep Blue,Green And Orange,None,None,None,Nothing,Green Puffer Jacket,"10,19%","7,73%","13,66%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000339",210,"5,56",4,"85,84","45,70",3046,"2,25","38,69","43,36009576",2914,N
110,Lou,Gold Flakes,Blue And Orange,None,Golden Earring,None,Nothing,Plain White Shirt,"12,05%","6,33%","22,00%","64,95%","3,79%","52,08%","65,90%","2,04%","0,000000289",819,"21,68",5,"63,89","42,79",3464,"2,04","44,49","43,35191955",2915,N
2801,Lou,Deep Blue,Purple And Green,None,None,Visor Cap,Nothing,Jägermeister Urban Hoodie,"12,05%","7,73%","7,60%","64,95%","62,75%","3,57%","65,90%","2,41%","0,000000164",1204,"31,88",5,"63,89","47,88",2726,"2,41","34,27","43,34321124",2916,N
2341,Whitney,Rainbow,Green And Orange,None,None,None,Nothing,Hawaii Shirt,"10,46%","9,56%","13,66%","64,95%","62,75%","52,08%","65,90%","2,20%","0,0000042",155,"4,10",4,"85,84","44,97",3155,"2,2","40,07","43,33503504",2917,N
1713,Ham,Red & Green Aura,Green And Orange,None,None,None,Ganja,Dopey Hoodie,"9,74%","6,80%","13,66%","64,95%","62,75%","52,08%","5,75%","2,17%","0,00000024",952,"25,21",5,"63,89","44,55",3216,"2,17","40,89","43,32882395",2918,N
2410,Robin,Sunny Beach,Orange And Blue,Orange Shades,None,None,Nothing,Hawaii Shirt,"11,04%","3,18%","21,66%","6,35%","62,75%","52,08%","65,90%","2,20%","0,000000228",983,"26,03",5,"63,89","44,96",3156,"2,2","40,07","43,32620969",2919,N
3642,Gordo,Ones & Zeros,Grey And Yellow,None,None,Orange Beanie,Nothing,Jägermeister Urban Hoodie,"10,19%","5,30%","12,13%","64,95%","62,75%","3,87%","65,90%","2,41%","0,000000164",1202,"31,82",5,"63,89","47,86",2731,"2,41","34,27","43,32556055",2920,N
2111,Ham,Abstract White_Blue,Blue And Orange,None,None,None,Nothing,Green Puffer Jacket,"9,74%","5,19%","22,00%","64,95%","62,75%","52,08%","65,90%","2,25%","0,0000035",200,"5,30",4,"85,84","45,57",3065,"2,25","38,69","43,27184229",2921,N
1426,Gordo,Gold Flakes,Orange And Blue,None,None,None,Nothing,Ethereum Hoodie,"10,19%","6,33%","21,66%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000429",147,"3,89",4,"85,84","44,86",3170,"2,2","40,07","43,26443227",2922,N
1833,Ham,Bright Sky,Grey And Yellow,None,None,Captain's Hat,Nothing,Green Puffer Jacket,"9,74%","7,18%","12,13%","64,95%","62,75%","4,18%","65,90%","2,25%","0,000000214",1028,"27,22",5,"63,89","45,55",3068,"2,25","38,69","43,26301694",2923,N
2258,Whitney,Red & Green Aura,Green And Orange,None,None,None,Nothing,White Shirt & Blue Tie,"10,46%","6,80%","13,66%","64,95%","62,75%","52,08%","65,90%","2,28%","0,0000031",230,"6,09",4,"85,84","45,96",3008,"2,28","37,86","43,26040268",2924,N
1218,Juanita,Gold Flakes,Blue And Orange,None,None,None,Nothing,Dopey Hoodie,"11,25%","6,33%","22,00%","64,95%","62,75%","52,08%","65,90%","2,17%","0,00000476",115,"3,04",4,"85,84","44,44",3231,"2,17","40,89","43,25822118",2925,N
1271,Albert,Ones & Zeros,Yellow And Blue,Pilot Sunglasses,None,None,Nothing,Jägermeister Urban Hoodie,"10,83%","5,30%","10,22%","5,43%","62,75%","52,08%","65,90%","2,41%","0,000000165",1194,"31,61",5,"63,89","47,75",2746,"2,41","34,27","43,25495778",2926,N
2869,Jeff,Gold Flakes,Orange And Blue,None,None,Gold Halo,Nothing,Ripped Black Shirt,"11,25%","6,33%","21,66%","64,95%","62,75%","2,33%","65,90%","2,25%","0,000000217",1022,"27,06",5,"63,89","45,47",3079,"2,25","38,69","43,21006487",2927,N
650,Bruno,Deep Blue,Brown And Orange,None,Double Ear Piercing,None,Nothing,Blue Camo Shirt,"10,83%","7,73%","10,38%","64,95%","3,36%","52,08%","65,90%","2,44%","0,000000159",1219,"32,27",5,"63,89","48,08",2697,"2,44","33,44","43,19939144",2928,N
800,Jeff,Deep Blue,Purple And Green,None,Golden Nose Ring,None,Nothing,Black Tee,"11,25%","7,73%","7,60%","64,95%","5,56%","52,08%","65,90%","2,33%","0,000000191",1102,"29,18",5,"63,89","46,53",2926,"2,33","36,48","43,17955924",2929,N
3557,Bruno,Abstract Red_Blue,Orange And Blue,None,None,ArtsyApes Cap,Pizza,Colorbomb Tee,"10,83%","4,87%","21,66%","64,95%","62,75%","4,05%","5,00%","3,18%","0,00000003",1922,"50,89",6,"65,63","58,26",1865,"3,18","13,00","43,17314948",2930,N
1653,Whitney,Space Silver,Grey And Yellow,None,None,None,Nothing,Black Tee,"10,46%","6,43%","12,13%","64,95%","62,75%","52,08%","65,90%","2,33%","0,00000266",272,"7,20",4,"85,84","46,52",2927,"2,33","36,48","43,1707339",2931,N
1979,Albert,Brick Wall,Blue And Orange,None,None,None,Nothing,Ethereum Hoodie,"10,83%","6,09%","22,00%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000446",136,"3,60",4,"85,84","44,72",3190,"2,2","40,07","43,16735346",2932,N
1017,Albert,Brick Wall,Orange And Blue,None,None,None,Respirator,_APES_ Sweater,"10,83%","6,09%","21,66%","64,95%","62,75%","52,08%","2,28%","3,02%","0,000000208",1048,"27,75",5,"63,89","45,82",3028,"2,28","37,86","43,16332387",2933,N
3706,Bruno,Abstract Red_Blue,Blue And Orange,None,None,None,Nothing,Ripped Black Shirt,"10,83%","4,87%","22,00%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000365",187,"4,95",4,"85,84","45,39",3091,"2,25","38,69","43,15711279",2934,N
3614,Jeff,Rainbow,Purple And Green,None,None,None,Nothing,Black Tee,"11,25%","9,56%","7,60%","64,95%","62,75%","52,08%","65,90%","2,33%","0,00000266",270,"7,15",4,"85,84","46,49",2931,"2,33","36,48","43,15308321",2935,N
2822,Albert,Gold Flakes,Orange And Blue,Deal With It,None,None,Bubblegum,Colorbomb Tee,"10,83%","6,33%","21,66%","5,03%","62,75%","52,08%","3,89%","3,18%","0,0000000302",1919,"50,81",6,"65,63","58,22",1869,"3,18","13,00","43,14667345",2936,N
1276,Juanita,Rainbow,Purple And Green,None,None,None,Nothing,Black Tee,"11,25%","9,56%","7,60%","64,95%","62,75%","52,08%","65,90%","2,33%","0,00000266",269,"7,12",4,"85,84","46,48",2933,"2,33","36,48","43,14425786",2937,N
785,Robin,Brick Wall,Blue And Orange,None,None,None,Nothing,Hawaii Shirt,"11,04%","6,09%","22,00%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000455",132,"3,49",4,"85,84","44,67",3198,"2,2","40,07","43,13205207",2938,N
1242,Gordo,Rainbow,Yellow And Blue,None,None,None,Party Whistle,Stebo Sweater,"10,19%","9,56%","10,22%","64,95%","62,75%","52,08%","5,35%","2,17%","0,000000245",928,"24,57",5,"63,89","44,23",3262,"2,17","40,89","43,11701564",2939,N
808,Lou,Matrix,Green And Orange,None,Golden Earring,Visor Cap,Nothing,Stebo Tee,"12,05%","4,21%","13,66%","64,95%","3,79%","3,57%","65,90%","3,57%","0,0000000143",2322,"61,48",6,"65,63","63,56",1458,"3,57","2,23","43,11268804",2940,N
3278,Lou,Deep Green,Yellow And Blue,Flower Power,None,None,Nothing,Ape College Jacket,"12,05%","6,43%","10,22%","3,52%","62,75%","52,08%","65,90%","2,49%","0,000000149",1261,"33,39",5,"63,89","48,64",2617,"2,49","32,06","43,10972265",2941,N
844,Bruno,Ones & Zeros,Brown And Orange,None,None,None,Nothing,Jägermeister Urban Hoodie,"10,83%","5,30%","10,38%","64,95%","62,75%","52,08%","65,90%","2,41%","0,00000201",348,"9,21",4,"85,84","47,52",2778,"2,41","34,27","43,10492689",2942,N
2299,Juanita,Sprayed Wall,Orange And Blue,None,None,Chef's Hat,Nothing,Plain White Shirt,"11,25%","5,30%","21,66%","64,95%","62,75%","4,26%","65,90%","2,04%","0,000000301",790,"20,92",5,"63,89","42,40",3493,"2,04","44,49","43,0959845",2943,N
674,Albert,Deep Green,Orange And Blue,None,None,None,Nothing,Hawaii Shirt,"10,83%","6,43%","21,66%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000464",127,"3,36",4,"85,84","44,60",3207,"2,2","40,07","43,08792534",2944,N
1336,Robin,Half-Sprayed Wall,Blue And Orange,None,None,None,Nothing,Stebo Sweater,"11,04%","6,99%","22,00%","64,95%","62,75%","52,08%","65,90%","2,17%","0,00000516",95,"2,52",4,"85,84","44,18",3270,"2,17","40,89","43,08171425",2945,N
819,Whitney,Rainbow,Grey And Yellow,None,None,Clown Wig,Nothing,Black Tee,"10,46%","9,56%","12,13%","64,95%","62,75%","2,57%","65,90%","2,33%","0,000000195",1089,"28,83",5,"63,89","46,36",2950,"2,33","36,48","43,06482974",2946,N
2788,Robin,Rainbow,Purple And Green,Flower Power,None,Reverse Hat,Nothing,Stebo Tee,"11,04%","9,56%","7,60%","3,52%","62,75%","3,76%","65,90%","3,57%","0,0000000157",2263,"59,92",6,"65,63","62,77",1521,"3,52","3,61","43,05232594",2947,N
1836,Robin,Brick Wall,Blue And Orange,Orange Shades,None,ArtsyApes Cap,Nothing,Banana Bonanza Hoodie,"11,04%","6,09%","22,00%","6,35%","62,75%","4,05%","65,90%","3,04%","0,0000000479",1760,"46,60",6,"65,63","56,12",2013,"3,04","16,87","43,0323767",2948,N
3055,Jeff,Gold Flakes,Orange And Blue,None,None,None,Nothing,Hawaii Shirt,"11,25%","6,33%","21,66%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000474",118,"3,12",4,"85,84","44,48",3226,"2,2","40,07","43,00849722",2949,N
3772,Bruno,Ones & Zeros,Blue And Orange,Orange Shades,Silver Necklace,None,Nothing,ApeCoin Tee,"10,83%","5,30%","22,00%","6,35%","4,82%","52,08%","65,90%","3,10%","0,0000000411",1819,"48,16",6,"65,63","56,90",1967,"3,1","15,21","43,00067214",2950,N
1543,Albert,Brick Wall,Yellow And Blue,None,Golden Eyebrow Piercing,None,Nothing,Banana Bonanza Hoodie,"10,83%","6,09%","10,22%","64,95%","2,62%","52,08%","65,90%","3,04%","0,00000012",1381,"36,56",5,"63,89","50,23",2441,"2,62","28,47","42,97189755",2951,N
1606,Juanita,Ones & Zeros,Orange And Blue,None,None,None,Nothing,Green Puffer Jacket,"11,25%","5,30%","21,66%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000406",164,"4,34",4,"85,84","45,09",3137,"2,25","38,69","42,95412982",2952,N
1727,Bruno,Mountains,Orange And Blue,None,None,None,Nothing,Ripped Black Shirt,"10,83%","5,61%","21,66%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000414",162,"4,29",4,"85,84","45,06",3141,"2,25","38,69","42,93647913",2953,N
262,Robin,Abstract White_Blue,Orange And Blue,None,Cross Earring,None,Nothing,Black Tee,"11,04%","5,19%","21,66%","64,95%","3,10%","52,08%","65,90%","2,33%","0,0000002",1074,"28,44",5,"63,89","46,16",2980,"2,33","36,48","42,93244954",2954,N
3590,Bruno,Deep Blue,Orange And Blue,None,None,None,Nothing,Stebo Sweater,"10,83%","7,73%","21,66%","64,95%","62,75%","52,08%","65,90%","2,17%","0,00000551",78,"2,07",4,"85,84","43,95",3301,"2,17","40,89","42,93168336",2955,N
1869,Bruno,Deep Blue,Orange And Blue,None,None,None,Nothing,Dopey Hoodie,"10,83%","7,73%","21,66%","64,95%","62,75%","52,08%","65,90%","2,17%","0,00000551",77,"2,04",4,"85,84","43,94",3303,"2,17","40,89","42,92285802",2956,N
1269,Lou,Gold Flakes,Orange And Blue,3D,Silver Necklace,None,Nothing,Colorbomb Tee,"12,05%","6,33%","21,66%","3,71%","4,82%","52,08%","65,90%","3,18%","0,0000000322",1893,"50,12",6,"65,63","57,88",1889,"3,18","13,00","42,91721444",2957,N
3568,Juanita,Half-Sprayed Wall,Yellow And Blue,None,Septum Piercing,None,Nothing,Ape College Jacket,"11,25%","6,99%","10,22%","64,95%","3,47%","52,08%","65,90%","2,49%","0,000000155",1238,"32,78",5,"63,89","48,33",2661,"2,49","32,06","42,90673969",2958,N
284,Gordo,Rainbow,Green And Orange,None,None,None,Nothing,Ripped Black Shirt,"10,19%","9,56%","13,66%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000419",158,"4,18",4,"85,84","45,01",3149,"2,25","38,69","42,90117774",2959,N
383,Gordo,Rainbow,Brown And Orange,Pilot Sunglasses,None,None,Nothing,Dopey Hoodie,"10,19%","9,56%","10,38%","5,43%","62,75%","52,08%","65,90%","2,17%","0,000000257",903,"23,91",5,"63,89","43,90",3310,"2,17","40,89","42,89638198",2960,N
1096,Bruno,Half-Sprayed Wall,Green And Orange,None,Silver Necklace,None,Nothing,Hawaii Shirt,"10,83%","6,99%","13,66%","64,95%","4,82%","52,08%","65,90%","2,20%","0,000000244",934,"24,73",5,"63,89","44,31",3250,"2,2","40,07","42,89376772",2961,N
1328,Whitney,Rainbow,Blue And Orange,None,None,Jägermeister Antlers,Nothing,Blue Camo Shirt,"10,46%","9,56%","22,00%","64,95%","62,75%","2,07%","65,90%","2,44%","0,000000297",798,"21,13",5,"63,89","42,51",3485,"2,07","43,66","42,89038727",2962,N
1634,Bruno,Deep Green,Blue And Orange,None,None,Red Cap,Nothing,Hawaii Shirt,"10,83%","6,43%","22,00%","64,95%","62,75%","2,70%","65,90%","2,20%","0,000000244",933,"24,70",5,"63,89","44,29",3252,"2,2","40,07","42,88494237",2963,N
1954,Ham,Half-Sprayed Wall,Orange And Blue,None,None,Clown Wig,Nothing,Green Puffer Jacket,"9,74%","6,99%","21,66%","64,95%","62,75%","2,57%","65,90%","2,25%","0,000000229",982,"26,00",5,"63,89","44,94",3158,"2,25","38,69","42,85705101",2964,N
3199,Lou,Gold Flakes,Blue And Orange,Clear Lenses Round,None,Orange Beanie,Nothing,Colorbomb Tee,"12,05%","6,33%","22,00%","3,87%","62,75%","3,87%","65,90%","3,18%","0,0000000329",1886,"49,93",6,"65,63","57,78",1896,"3,18","13,00","42,85543701",2965,N
1797,Jeff,Bright Sky,Orange And Blue,None,Golden Eyebrow Piercing,None,Nothing,Green Puffer Jacket,"11,25%","7,18%","21,66%","64,95%","2,62%","52,08%","65,90%","2,25%","0,00000023",981,"25,97",5,"63,89","44,93",3161,"2,25","38,69","42,84822566",2966,N
3535,Juanita,Brick Wall,Blue And Orange,None,None,Chef's Hat,Cigar,Colorbomb Tee,"11,25%","6,09%","22,00%","64,95%","62,75%","4,26%","4,00%","3,18%","0,0000000333",1882,"49,83",6,"65,63","57,73",1900,"3,18","13,00","42,82013563",2967,N
1884,Albert,Deep Blue,Orange And Blue,Orange Shades,None,None,Pizza,_APES_ Sweater,"10,83%","7,73%","21,66%","6,35%","62,75%","52,08%","5,00%","3,02%","0,0000000569",1713,"45,35",6,"65,63","55,49",2049,"3,02","17,42","42,80171875",2968,N
3298,Jeff,Bright Sky,Brown And Orange,None,Golden Nose Ring,None,Nothing,Ripped Black Shirt,"11,25%","7,18%","10,38%","64,95%","5,56%","52,08%","65,90%","2,25%","0,000000234",975,"25,81",5,"63,89","44,85",3173,"2,25","38,69","42,79527358",2969,N
387,Ham,Space Silver,Brown And Orange,None,None,Propeller Hat,Nothing,Blue Camo Shirt,"9,74%","6,43%","10,38%","64,95%","62,75%","4,02%","65,90%","2,44%","0,000000171",1173,"31,06",5,"63,89","47,47",2787,"2,44","33,44","42,7934255",2970,N
1320,Juanita,Deep Blue,Blue And Orange,None,None,None,Cigarette,Hawaii Shirt,"11,25%","7,73%","22,00%","64,95%","62,75%","52,08%","2,78%","2,20%","0,000000248",919,"24,33",5,"63,89","44,11",3279,"2,2","40,07","42,76138752",2971,N
1054,Robin,Ones & Zeros,Brown And Orange,None,None,None,Nothing,Blue Camo Shirt,"11,04%","5,30%","10,38%","64,95%","62,75%","52,08%","65,90%","2,44%","0,00000207",340,"9,00",4,"85,84","47,42",2795,"2,44","33,44","42,75812412",2972,N
