ID,Ape,Background,Eyes,Glasses,Jewelry,Headwear,Mouth,Outfit,Ape%,Background%,Eyes%,Glasses%,Jewelry%,Headwear%,Mouth%,Outfit%,Statistical Rarity,Inverse SR Rank,SR Percentile,Trait Count,Inverse TC Rarity,Rarity,Final Rank,ID,Glitched?
2836,Lou,Mountains,Orange And Blue,None,None,None,Nothing,Dappimg Tee,"12,05%","5,61%","21,66%","64,95%","62,75%","52,08%","65,90%","1,24%","0,00000255",285,"7,55",4,"85,84","46,69",2903,2836,N
2655,Albert,Rainbow,Orange And Blue,None,None,Devil Horns,Nothing,Joker Suit,"10,83%","9,56%","21,66%","64,95%","62,75%","3,10%","65,90%","1,01%","0,000000188",1114,"29,49",5,"63,89","46,69",2904,2655,N
2871,Bruno,Deep Green,Blue And Orange,None,None,None,Nothing,Orange Hoodie,"10,83%","6,43%","22,00%","64,95%","62,75%","52,08%","65,90%","1,19%","0,00000255",284,"7,52",4,"85,84","46,68",2905,2871,N
3601,Ham,Mountains,Grey And Yellow,None,None,Beer Helmet,Nothing,Luna Tee,"9,74%","5,61%","12,13%","64,95%","62,75%","2,89%","65,90%","3,65%","0,000000188",1113,"29,47",5,"63,89","46,68",2906,3601,N
1360,Bruno,Bright Sky,Orange And Blue,None,None,None,Nothing,Guy Fieri Flame Shirt,"10,83%","7,18%","21,66%","64,95%","62,75%","52,08%","65,90%","1,09%","0,00000255",283,"7,49",4,"85,84","46,66",2907,1360,N
1820,Ham,Half-Sprayed Wall,Orange And Blue,None,None,None,Nothing,Dappimg Tee,"9,74%","6,99%","21,66%","64,95%","62,75%","52,08%","65,90%","1,24%","0,00000257",282,"7,47",4,"85,84","46,65",2908,1820,N
755,Lou,Mountains,Orange And Blue,Flower Power,None,None,Nothing,JÃ¤germeister Hoodie,"12,05%","5,61%","21,66%","3,52%","62,75%","52,08%","65,90%","1,69%","0,000000188",1111,"29,41",5,"63,89","46,65",2909,755,N
753,Jeff,Rainbow,Purple And Green,None,None,None,Nothing,Ripped Black Shirt,"11,25%","9,56%","7,60%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000257",281,"7,44",4,"85,84","46,64",2910,753,N
1248,Jeff,Deep Blue,Green And Orange,Flower Power,None,None,Nothing,White Tee Blue Shirt,"11,25%","7,73%","13,66%","3,52%","62,75%","52,08%","65,90%","2,09%","0,000000188",1109,"29,36",5,"63,89","46,62",2911,1248,N
957,Bruno,Ones & Zeros,Grey And Yellow,None,None,None,Nothing,Thorchain Hoodie & Jacket,"10,83%","5,30%","12,13%","64,95%","62,75%","52,08%","65,90%","2,65%","0,00000257",280,"7,41",4,"85,84","46,62",2912,957,N
1741,Gordo,Deep Green,Purple And Green,None,None,Orange Beanie,Nothing,Luna Tee,"10,19%","6,43%","7,60%","64,95%","62,75%","3,87%","65,90%","3,65%","0,000000189",1108,"29,34",5,"63,89","46,61",2913,1741,N
1337,Ham,Half-Sprayed Wall,Yellow And Blue,None,None,None,Nothing,Thorchain Hoodie & Jacket,"9,74%","6,99%","10,22%","64,95%","62,75%","52,08%","65,90%","2,65%","0,00000258",279,"7,39",4,"85,84","46,61",2914,1337,N
912,Ham,Gold Flakes,Grey And Yellow,None,None,Devil Horns,Nothing,Banana Bonanza Hoodie,"9,74%","6,33%","12,13%","64,95%","62,75%","3,10%","65,90%","3,04%","0,000000189",1107,"29,31",5,"63,89","46,60",2915,912,N
1944,Whitney,Brick Wall,Grey And Yellow,None,None,None,Nothing,JÃ¤germeister Urban Hoodie,"10,46%","6,09%","12,13%","64,95%","62,75%","52,08%","65,90%","2,41%","0,0000026",278,"7,36",4,"85,84","46,60",2916,1944,N
3487,Robin,Abstract Red_Blue,Brown And Orange,Pilot Sunglasses,None,None,Nothing,Blue Jacket,"11,04%","4,87%","10,38%","5,43%","62,75%","52,08%","65,90%","2,91%","0,00000019",1106,"29,28",5,"63,89","46,58",2917,3487,N
3656,Whitney,Abstract Red_Blue,Grey And Yellow,None,None,None,Nothing,_APES_ Sweater,"10,46%","4,87%","12,13%","64,95%","62,75%","52,08%","65,90%","3,02%","0,00000261",277,"7,33",4,"85,84","46,58",2918,3656,N
3500,Lou,Deep Green,Grey And Yellow,Clear Lenses Round,None,None,Nothing,Blue Camo Shirt,"12,05%","6,43%","12,13%","3,87%","62,75%","52,08%","65,90%","2,44%","0,000000191",1105,"29,26",5,"63,89","46,57",2919,3500,N
1428,Lou,Gold Flakes,Yellow And Blue,None,None,None,Nothing,JÃ¤germeister Urban Hoodie,"12,05%","6,33%","10,22%","64,95%","62,75%","52,08%","65,90%","2,41%","0,00000263",276,"7,31",4,"85,84","46,57",2920,1428,N
3090,Juanita,Half-Sprayed Wall,Blue And Orange,None,None,None,Nothing,Guy Fieri Flame Shirt,"11,25%","6,99%","22,00%","64,95%","62,75%","52,08%","65,90%","1,09%","0,00000263",275,"7,28",4,"85,84","46,56",2921,3090,N
1189,Jeff,Matrix,Orange And Blue,None,None,None,Bubblegum,Ripped Black Shirt,"11,25%","4,21%","21,66%","64,95%","62,75%","52,08%","3,89%","2,25%","0,000000191",1104,"29,23",5,"63,89","46,56",2922,1189,N
1162,Whitney,Abstract Red_Blue,Grey And Yellow,None,None,None,Nothing,Banana Bonanza Hoodie,"10,46%","4,87%","12,13%","64,95%","62,75%","52,08%","65,90%","3,04%","0,00000263",274,"7,25",4,"85,84","46,54",2923,1162,N
579,Juanita,Matrix,Brown And Orange,None,None,Chef's Hat,Nothing,"3,3 Tee","11,25%","4,21%","10,38%","64,95%","62,75%","4,26%","65,90%","3,39%","0,000000191",1103,"29,20",5,"63,89","46,54",2924,579,N
816,Ham,Rainbow,Blue And Orange,None,None,None,Nothing,ArtsyApes Basketball Jersey,"9,74%","9,56%","22,00%","64,95%","62,75%","52,08%","65,90%","0,93%","0,00000266",273,"7,23",4,"85,84","46,53",2925,816,N
800,Jeff,Deep Blue,Purple And Green,None,Golden Nose Ring,None,Nothing,Black Tee,"11,25%","7,73%","7,60%","64,95%","5,56%","52,08%","65,90%","2,33%","0,000000191",1102,"29,18",5,"63,89","46,53",2926,800,N
1653,Whitney,Space Silver,Grey And Yellow,None,None,None,Nothing,Black Tee,"10,46%","6,43%","12,13%","64,95%","62,75%","52,08%","65,90%","2,33%","0,00000266",272,"7,20",4,"85,84","46,52",2927,1653,N
2363,Whitney,Rainbow,Yellow And Blue,None,None,Orange Beanie,Nothing,Fantom Sweater,"10,46%","9,56%","10,22%","64,95%","62,75%","3,87%","65,90%","1,80%","0,000000191",1101,"29,15",5,"63,89","46,52",2928,2363,N
2931,Lou,Sprayed Wall,Orange And Blue,None,None,None,Nothing,Suit & Bow Tie,"12,05%","5,30%","21,66%","64,95%","62,75%","52,08%","65,90%","1,38%","0,00000266",271,"7,18",4,"85,84","46,51",2929,2931,N
3262,Ham,Abstract Red_Blue,Green And Orange,None,None,Visor Cap,Nothing,ApeCoin Tee,"9,74%","4,87%","13,66%","64,95%","62,75%","3,57%","65,90%","3,10%","0,000000193",1100,"29,12",5,"63,89","46,51",2930,3262,N
3614,Jeff,Rainbow,Purple And Green,None,None,None,Nothing,Black Tee,"11,25%","9,56%","7,60%","64,95%","62,75%","52,08%","65,90%","2,33%","0,00000266",270,"7,15",4,"85,84","46,49",2931,3614,N
3127,Ham,Rainbow,Yellow And Blue,None,None,Devil Horns,Nothing,Blue Camo Shirt,"9,74%","9,56%","10,22%","64,95%","62,75%","3,10%","65,90%","2,44%","0,000000193",1099,"29,10",5,"63,89","46,49",2932,3127,N
1276,Juanita,Rainbow,Purple And Green,None,None,None,Nothing,Black Tee,"11,25%","9,56%","7,60%","64,95%","62,75%","52,08%","65,90%","2,33%","0,00000266",269,"7,12",4,"85,84","46,48",2933,1276,N
1435,Juanita,Space Silver,Blue And Orange,None,None,Devil Horns,Nothing,Black Waistcoat,"11,25%","6,43%","22,00%","64,95%","62,75%","3,10%","65,90%","1,46%","0,000000193",1098,"29,07",5,"63,89","46,48",2934,1435,N
661,Albert,Deep Green,Yellow And Blue,Flower Power,None,None,Nothing,Stebo Tee,"10,83%","6,43%","10,22%","3,52%","62,75%","52,08%","65,90%","3,57%","0,000000193",1097,"29,04",5,"63,89","46,47",2935,661,N
1255,Jeff,Rainbow,Green And Orange,None,None,None,Nothing,White Plain Tee,"11,25%","9,56%","13,66%","64,95%","62,75%","52,08%","65,90%","1,30%","0,00000267",268,"7,10",4,"85,84","46,47",2936,1255,N
833,Albert,Deep Green,Blue And Orange,None,Bitcoin Chain,None,Nothing,White Tee Blue Shirt,"10,83%","6,43%","22,00%","64,95%","2,70%","52,08%","65,90%","2,09%","0,000000193",1096,"29,02",5,"63,89","46,45",2937,833,N
2574,Robin,Sprayed Wall,Blue And Orange,None,None,None,Nothing,Black Turtleneck,"11,04%","5,30%","22,00%","64,95%","62,75%","52,08%","65,90%","1,48%","0,00000267",267,"7,07",4,"85,84","46,45",2938,2574,N
3361,Ham,Deep Blue,Yellow And Blue,None,None,None,Bubblegum,Banana Bonanza Hoodie,"9,74%","7,73%","10,22%","64,95%","62,75%","52,08%","3,89%","3,04%","0,000000194",1095,"28,99",5,"63,89","46,44",2939,3361,N
818,Jeff,Sprayed Wall,Blue And Orange,None,None,None,Nothing,Black Waistcoat,"11,25%","5,30%","22,00%","64,95%","62,75%","52,08%","65,90%","1,46%","0,00000267",266,"7,04",4,"85,84","46,44",2940,818,N
2265,Ham,Mountains,Grey And Yellow,None,None,None,Nothing,Blue Jacket,"9,74%","5,61%","12,13%","64,95%","62,75%","52,08%","65,90%","2,91%","0,0000027",265,"7,02",4,"85,84","46,43",2941,2265,N
2449,Juanita,Rainbow,Purple And Green,None,None,Propeller Hat,Nothing,Hawaii Shirt,"11,25%","9,56%","7,60%","64,95%","62,75%","4,02%","65,90%","2,20%","0,000000194",1093,"28,94",5,"63,89","46,41",2942,2449,N
338,Bruno,Red & Green Aura,Blue And Orange,None,None,None,Nothing,Orange Hoodie,"10,83%","6,80%","22,00%","64,95%","62,75%","52,08%","65,90%","1,19%","0,0000027",264,"6,99",4,"85,84","46,41",2943,338,N
3537,Jeff,Ones & Zeros,Grey And Yellow,None,None,None,Nothing,ArtsyApes Tee,"11,25%","5,30%","12,13%","64,95%","62,75%","52,08%","65,90%","2,67%","0,0000027",263,"6,96",4,"85,84","46,40",2944,3537,N
3047,Lou,Deep Green,Brown And Orange,None,None,None,Nothing,JÃ¤germeister Urban Hoodie,"12,05%","6,43%","10,38%","64,95%","62,75%","52,08%","65,90%","2,41%","0,00000271",262,"6,94",4,"85,84","46,39",2945,3047,N
1990,Lou,Abstract Red_Blue,Orange And Blue,None,Double Ear Piercing,None,Nothing,Plain White Shirt,"12,05%","4,87%","21,66%","64,95%","3,36%","52,08%","65,90%","2,04%","0,000000194",1091,"28,89",5,"63,89","46,39",2946,1990,N
896,Robin,Gold Flakes,Brown And Orange,None,None,None,Nothing,ArtsyApes Tee,"11,04%","6,33%","10,38%","64,95%","62,75%","52,08%","65,90%","2,67%","0,00000271",261,"6,91",4,"85,84","46,37",2947,896,N
1322,Gordo,Ones & Zeros,Blue And Orange,None,None,Captain's Hat,Nothing,Black Waistcoat,"10,19%","5,30%","22,00%","64,95%","62,75%","4,18%","65,90%","1,46%","0,000000194",1090,"28,86",5,"63,89","46,37",2948,1322,N
2305,Bruno,Gold Flakes,Blue And Orange,None,None,None,Nothing,White Plain Tee,"10,83%","6,33%","22,00%","64,95%","62,75%","52,08%","65,90%","1,30%","0,00000274",260,"6,88",4,"85,84","46,36",2949,2305,N
819,Whitney,Rainbow,Grey And Yellow,None,None,Clown Wig,Nothing,Black Tee,"10,46%","9,56%","12,13%","64,95%","62,75%","2,57%","65,90%","2,33%","0,000000195",1089,"28,83",5,"63,89","46,36",2950,819,N
2293,Whitney,Brick Wall,Yellow And Blue,None,None,None,Nothing,_APES_ Sweater,"10,46%","6,09%","10,22%","64,95%","62,75%","52,08%","65,90%","3,02%","0,00000275",259,"6,86",4,"85,84","46,35",2951,2293,N
3035,Juanita,Space Silver,Grey And Yellow,None,None,Devil Horns,Nothing,ArtsyApes Tee,"11,25%","6,43%","12,13%","64,95%","62,75%","3,10%","65,90%","2,67%","0,000000195",1088,"28,81",5,"63,89","46,35",2952,3035,N
3663,Lou,Bright Sky,Purple And Green,None,None,None,Nothing,_APES_ Sweater,"12,05%","7,18%","7,60%","64,95%","62,75%","52,08%","65,90%","3,02%","0,00000277",258,"6,83",4,"85,84","46,33",2953,3663,N
3550,Lou,Red & Green Aura,Orange And Blue,None,None,None,Cigar,White Plain Tee,"12,05%","6,80%","21,66%","64,95%","62,75%","52,08%","4,00%","1,30%","0,000000195",1087,"28,78",5,"63,89","46,33",2954,3550,N
1942,Albert,Half-Sprayed Wall,Blue And Orange,None,None,None,Nothing,Rich Old White Male Tee,"10,83%","6,99%","22,00%","64,95%","62,75%","52,08%","65,90%","1,19%","0,00000277",257,"6,80",4,"85,84","46,32",2955,1942,N
832,Gordo,Sprayed Wall,Grey And Yellow,None,Golden Nose Ring,None,Nothing,JÃ¤germeister Urban Hoodie,"10,19%","5,30%","12,13%","64,95%","5,56%","52,08%","65,90%","2,41%","0,000000195",1086,"28,75",5,"63,89","46,32",2956,832,N
487,Whitney,Abstract White_Blue,Grey And Yellow,Orange Shades,None,None,Nothing,Stebo Sweater,"10,46%","5,19%","12,13%","6,35%","62,75%","52,08%","65,90%","2,17%","0,000000195",1085,"28,73",5,"63,89","46,31",2957,487,N
2721,Gordo,Bright Sky,Grey And Yellow,None,None,None,Nothing,Ripped Black Shirt,"10,19%","7,18%","12,13%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000279",256,"6,78",4,"85,84","46,31",2958,2721,N
1430,Jeff,Deep Green,Orange And Blue,None,None,JÃ¤germeister Antlers,Nothing,Ripped Black Shirt,"11,25%","6,43%","21,66%","64,95%","62,75%","2,07%","65,90%","2,25%","0,000000196",1084,"28,70",5,"63,89","46,29",2959,1430,N
986,Whitney,Deep Green,Yellow And Blue,None,None,None,Nothing,Blue Jacket,"10,46%","6,43%","10,22%","64,95%","62,75%","52,08%","65,90%","2,91%","0,0000028",255,"6,75",4,"85,84","46,29",2960,986,N
3304,Lou,Brick Wall,Blue And Orange,None,None,None,Cigar,ArtsyApes Brains Longsleeve,"12,05%","6,09%","22,00%","64,95%","62,75%","52,08%","4,00%","1,43%","0,000000196",1083,"28,67",5,"63,89","46,28",2961,3304,N
1367,Lou,Sprayed Wall,Blue And Orange,None,None,None,Nothing,ArtsyApes Brains Longsleeve,"12,05%","5,30%","22,00%","64,95%","62,75%","52,08%","65,90%","1,43%","0,00000281",254,"6,72",4,"85,84","46,28",2962,1367,N
1960,Gordo,Deep Blue,Blue And Orange,None,None,Captain's Hat,Nothing,Joker Suit,"10,19%","7,73%","22,00%","64,95%","62,75%","4,18%","65,90%","1,01%","0,000000196",1082,"28,65",5,"63,89","46,27",2963,1960,N
2658,Albert,Deep Green,Grey And Yellow,None,None,None,Nothing,JÃ¤germeister Urban Hoodie,"10,83%","6,43%","12,13%","64,95%","62,75%","52,08%","65,90%","2,41%","0,00000285",253,"6,70",4,"85,84","46,27",2964,2658,N
2282,Albert,Matrix,Orange And Blue,3D,None,None,Nothing,Ape College Jacket,"10,83%","4,21%","21,66%","3,71%","62,75%","52,08%","65,90%","2,49%","0,000000196",1081,"28,62",5,"63,89","46,25",2965,2282,N
3722,Whitney,Gold Flakes,Yellow And Blue,None,None,None,Nothing,_APES_ Sweater,"10,46%","6,33%","10,22%","64,95%","62,75%","52,08%","65,90%","3,02%","0,00000285",252,"6,67",4,"85,84","46,25",2966,3722,N
3581,Jeff,Red & Green Aura,Blue And Orange,None,Silver Necklace,None,Nothing,Guy Fieri Flame Shirt,"11,25%","6,80%","22,00%","64,95%","4,82%","52,08%","65,90%","1,09%","0,000000196",1080,"28,59",5,"63,89","46,24",2967,3581,N
3137,Bruno,Gold Flakes,Orange And Blue,None,None,None,Nothing,Suit & Bow Tie,"10,83%","6,33%","21,66%","64,95%","62,75%","52,08%","65,90%","1,38%","0,00000286",251,"6,65",4,"85,84","46,24",2968,3137,N
2191,Lou,Sprayed Wall,Yellow And Blue,None,None,None,Nothing,Colorbomb Tee,"12,05%","5,30%","10,22%","64,95%","62,75%","52,08%","65,90%","3,18%","0,0000029",250,"6,62",4,"85,84","46,23",2969,2191,N
1074,Jeff,Sprayed Wall,Grey And Yellow,None,Golden Nose Ring,None,Nothing,Hawaii Shirt,"11,25%","5,30%","12,13%","64,95%","5,56%","52,08%","65,90%","2,20%","0,000000197",1079,"28,57",5,"63,89","46,23",2970,1074,N
2619,Lou,Red & Green Aura,Yellow And Blue,None,None,None,Nothing,Ape College Jacket,"12,05%","6,80%","10,22%","64,95%","62,75%","52,08%","65,90%","2,49%","0,00000292",249,"6,59",4,"85,84","46,21",2971,2619,N
3600,Robin,Half-Sprayed Wall,Green And Orange,None,Septum Piercing,None,Nothing,Blue Camo Shirt,"11,04%","6,99%","13,66%","64,95%","3,47%","52,08%","65,90%","2,44%","0,000000199",1078,"28,54",5,"63,89","46,21",2972,3600,N
2026,Robin,Deep Blue,Orange And Blue,None,None,None,Nothing,100 Emoji Swag Tee,"11,04%","7,73%","21,66%","64,95%","62,75%","52,08%","65,90%","1,14%","0,00000294",248,"6,57",4,"85,84","46,20",2973,2026,N
3342,Lou,Red & Green Aura,Blue And Orange,None,None,Devil Horns,Nothing,Clown Suit,"12,05%","6,80%","22,00%","64,95%","62,75%","3,10%","65,90%","1,32%","0,000000199",1077,"28,51",5,"63,89","46,20",2974,3342,N
1373,Bruno,Space Silver,Brown And Orange,None,None,None,Nothing,Blue Jacket,"10,83%","6,43%","10,38%","64,95%","62,75%","52,08%","65,90%","2,91%","0,00000295",247,"6,54",4,"85,84","46,19",2975,1373,N
334,Jeff,Bright Sky,Blue And Orange,None,None,Visor Cap,Nothing,Go ***** Yourself Tee,"11,25%","7,18%","22,00%","64,95%","62,75%","3,57%","65,90%","1,16%","0,000000199",1076,"28,49",5,"63,89","46,19",2976,334,N
1904,Bruno,Gold Flakes,Green And Orange,None,None,None,Nothing,Ripped Black Shirt,"10,83%","6,33%","13,66%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000295",246,"6,51",4,"85,84","46,17",2977,1904,N
3662,Robin,Abstract Red_Blue,Orange And Blue,None,None,None,Party Whistle,Catchphrase Ripped Tee,"11,04%","4,87%","21,66%","64,95%","62,75%","52,08%","5,35%","1,51%","0,0000002",1075,"28,46",5,"63,89","46,17",2978,3662,N
3419,Bruno,Rainbow,Blue And Orange,None,None,None,Nothing,ArtsyApes Basketball Jersey,"10,83%","9,56%","22,00%","64,95%","62,75%","52,08%","65,90%","0,93%","0,00000295",245,"6,49",4,"85,84","46,16",2979,3419,N
262,Robin,Abstract White_Blue,Orange And Blue,None,Cross Earring,None,Nothing,Black Tee,"11,04%","5,19%","21,66%","64,95%","3,10%","52,08%","65,90%","2,33%","0,0000002",1074,"28,44",5,"63,89","46,16",2980,262,N
805,Ham,Space Silver,Green And Orange,None,Silver Necklace,None,Nothing,Stebo Sweater,"9,74%","6,43%","13,66%","64,95%","4,82%","52,08%","65,90%","2,17%","0,0000002",1073,"28,41",5,"63,89","46,15",2981,805,N
553,Gordo,Bright Sky,Blue And Orange,None,None,None,Nothing,Clown Suit,"10,19%","7,18%","22,00%","64,95%","62,75%","52,08%","65,90%","1,32%","0,00000298",244,"6,46",4,"85,84","46,15",2982,553,N
701,Ham,Abstract White_Blue,Blue And Orange,None,None,None,Cigarette,Banana Bonanza Hoodie,"9,74%","5,19%","22,00%","64,95%","62,75%","52,08%","2,78%","3,04%","0,0000002",1072,"28,38",5,"63,89","46,13",2983,701,N
525,Juanita,Abstract White_Blue,Green And Orange,None,None,None,Nothing,ArtsyApes Tee,"11,25%","5,19%","13,66%","64,95%","62,75%","52,08%","65,90%","2,67%","0,00000298",243,"6,43",4,"85,84","46,13",2984,525,N
683,Jeff,Deep Green,Grey And Yellow,None,None,Orange Beanie,Nothing,Ethereum Hoodie,"11,25%","6,43%","12,13%","64,95%","62,75%","3,87%","65,90%","2,20%","0,0000002",1071,"28,36",5,"63,89","46,12",2985,683,N
1595,Jeff,Abstract Red_Blue,Orange And Blue,None,None,None,Nothing,Fantom Sweater,"11,25%","4,87%","21,66%","64,95%","62,75%","52,08%","65,90%","1,80%","0,00000299",242,"6,41",4,"85,84","46,12",2986,1595,N
976,Juanita,Half-Sprayed Wall,Yellow And Blue,None,None,None,Party Whistle,Hawaii Shirt,"11,25%","6,99%","10,22%","64,95%","62,75%","52,08%","5,35%","2,20%","0,0000002",1070,"28,33",5,"63,89","46,11",2987,976,N
2758,Robin,Red & Green Aura,Blue And Orange,None,None,None,Nothing,White Plain Tee,"11,04%","6,80%","22,00%","64,95%","62,75%","52,08%","65,90%","1,30%","0,000003",241,"6,38",4,"85,84","46,11",2988,2758,N
84,Bruno,Red & Green Aura,Brown And Orange,None,None,None,Bubblegum,Colorbomb Tee,"10,83%","6,80%","10,38%","64,95%","62,75%","52,08%","3,89%","3,18%","0,000000201",1069,"28,30",5,"63,89","46,09",2989,84,N
3560,Robin,Sprayed Wall,Orange And Blue,None,None,None,Nothing,JÃ¤germeister Hoodie,"11,04%","5,30%","21,66%","64,95%","62,75%","52,08%","65,90%","1,69%","0,000003",240,"6,35",4,"85,84","46,09",2990,3560,N
931,Whitney,Deep Blue,Brown And Orange,None,None,Chef's Hat,Nothing,White Tee Blue Shirt,"10,46%","7,73%","10,38%","64,95%","62,75%","4,26%","65,90%","2,09%","0,000000201",1068,"28,28",5,"63,89","46,08",2991,931,N
1545,Bruno,Red & Green Aura,Grey And Yellow,None,None,None,Nothing,JÃ¤germeister Urban Hoodie,"10,83%","6,80%","12,13%","64,95%","62,75%","52,08%","65,90%","2,41%","0,00000301",239,"6,33",4,"85,84","46,08",2992,1545,N
1213,Juanita,Gold Flakes,Blue And Orange,None,None,None,Nothing,Suit & Bow Tie,"11,25%","6,33%","22,00%","64,95%","62,75%","52,08%","65,90%","1,38%","0,00000302",238,"6,30",4,"85,84","46,07",2993,1213,N
3033,Jeff,Deep Green,Grey And Yellow,None,None,Captain's Hat,Nothing,Plain White Shirt,"11,25%","6,43%","12,13%","64,95%","62,75%","4,18%","65,90%","2,04%","0,000000201",1067,"28,25",5,"63,89","46,07",2994,3033,N
945,Juanita,Rainbow,Purple And Green,None,None,None,Nothing,Thorchain Hoodie & Jacket,"11,25%","9,56%","7,60%","64,95%","62,75%","52,08%","65,90%","2,65%","0,00000303",237,"6,27",4,"85,84","46,06",2995,945,N
3695,Whitney,Brick Wall,Blue And Orange,None,Golden Nose Ring,None,Nothing,Go ***** Yourself Tee,"10,46%","6,09%","22,00%","64,95%","5,56%","52,08%","65,90%","1,16%","0,000000202",1066,"28,22",5,"63,89","46,06",2996,3695,N
1056,Whitney,Deep Blue,Purple And Green,Deal With It,None,None,Nothing,Banana Bonanza Hoodie,"10,46%","7,73%","7,60%","5,03%","62,75%","52,08%","65,90%","3,04%","0,000000203",1065,"28,20",5,"63,89","46,04",2997,1056,N
2927,Bruno,Matrix,Blue And Orange,None,None,None,Nothing,Dopey Hoodie,"10,83%","4,21%","22,00%","64,95%","62,75%","52,08%","65,90%","2,17%","0,00000305",235,"6,22",4,"85,84","46,03",2998,2927,N
845,Albert,Deep Green,Yellow And Blue,Pilot Sunglasses,None,None,Nothing,Blue Camo Shirt,"10,83%","6,43%","10,22%","5,43%","62,75%","52,08%","65,90%","2,44%","0,000000203",1064,"28,17",5,"63,89","46,03",2999,845,N
752,Whitney,Ones & Zeros,Blue And Orange,None,None,None,Nothing,Fantom Sweater,"10,46%","5,30%","22,00%","64,95%","62,75%","52,08%","65,90%","1,80%","0,00000307",234,"6,20",4,"85,84","46,02",3000,752,N
2745,Gordo,Abstract Red_Blue,Orange And Blue,None,None,Beer Helmet,Nothing,Blue Camo Shirt,"10,19%","4,87%","21,66%","64,95%","62,75%","2,89%","65,90%","2,44%","0,000000203",1063,"28,14",5,"63,89","46,02",3001,2745,N
551,Whitney,Space Silver,Orange And Blue,None,None,None,Nothing,Catchphrase Ripped Tee,"10,46%","6,43%","21,66%","64,95%","62,75%","52,08%","65,90%","1,51%","0,00000308",233,"6,17",4,"85,84","46,00",3002,551,N
446,Ham,Deep Green,Purple And Green,Pilot Sunglasses,None,None,Nothing,Luna Tee,"9,74%","6,43%","7,60%","5,43%","62,75%","52,08%","65,90%","3,65%","0,000000203",1062,"28,12",5,"63,89","46,00",3003,446,N
2085,Juanita,Bright Sky,Grey And Yellow,None,None,None,Nothing,Green Puffer Jacket,"11,25%","7,18%","12,13%","64,95%","62,75%","52,08%","65,90%","2,25%","0,00000308",232,"6,14",4,"85,84","45,99",3004,2085,N
1766,Whitney,Deep Green,Yellow And Blue,None,None,None,Ganja,Blue Camo Shirt,"10,46%","6,43%","10,22%","64,95%","62,75%","52,08%","5,75%","2,44%","0,000000204",1060,"28,06",5,"63,89","45,98",3005,1766,N
2851,Bruno,Red & Green Aura,Green And Orange,None,None,None,Nothing,Ethereum Hoodie,"10,83%","6,80%","13,66%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000309",231,"6,12",4,"85,84","45,98",3006,2851,N
1031,Jeff,Rainbow,Green And Orange,None,Silver Necklace,None,Nothing,White Plain Tee,"11,25%","9,56%","13,66%","64,95%","4,82%","52,08%","65,90%","1,30%","0,000000205",1059,"28,04",5,"63,89","45,96",3007,1031,N
2258,Whitney,Red & Green Aura,Green And Orange,None,None,None,Nothing,White Shirt & Blue Tie,"10,46%","6,80%","13,66%","64,95%","62,75%","52,08%","65,90%","2,28%","0,0000031",230,"6,09",4,"85,84","45,96",3008,2258,N
235,Whitney,Matrix,Green And Orange,Orange Shades,None,None,Nothing,Ape College Jacket,"10,46%","4,21%","13,66%","6,35%","62,75%","52,08%","65,90%","2,49%","0,000000205",1058,"28,01",5,"63,89","45,95",3009,235,N
2857,Gordo,Sprayed Wall,Grey And Yellow,None,None,None,Nothing,"3,3 Tee","10,19%","5,30%","12,13%","64,95%","62,75%","52,08%","65,90%","3,39%","0,0000031",229,"6,06",4,"85,84","45,95",3010,2857,N
418,Gordo,Rainbow,Brown And Orange,None,None,None,Nothing,Ethereum Hoodie,"10,19%","9,56%","10,38%","64,95%","62,75%","52,08%","65,90%","2,20%","0,00000311",228,"6,04",4,"85,84","45,94",3011,418,N
1097,Bruno,Gold Flakes,Grey And Yellow,None,None,None,Cigar,Blue Jacket,"10,83%","6,33%","12,13%","64,95%","62,75%","52,08%","4,00%","2,91%","0,000000205",1056,"27,96",5,"63,89","45,92",3012,1097,N
2157,Jeff,Ones & Zeros,Yellow And Blue,None,None,None,Nothing,Luna Tee,"11,25%","5,30%","10,22%","64,95%","62,75%","52,08%","65,90%","3,65%","0,00000311",227,"6,01",4,"85,84","45,92",3013,2157,N
109,Ham,Gold Flakes,Green And Orange,None,None,None,Nothing,Thorchain Hoodie & Jacket,"9,74%","6,33%","13,66%","64,95%","62,75%","52,08%","65,90%","2,65%","0,00000312",226,"5,98",4,"85,84","45,91",3014,109,N
3636,Juanita,Ones & Zeros,Orange And Blue,None,Cross Necklace,None,Nothing,Ripped Black Shirt,"11,25%","5,30%","21,66%","64,95%","3,18%","52,08%","65,90%","2,25%","0,000000206",1055,"27,93",5,"63,89","45,91",3015,3636,N
2923,Albert,Space Silver,Brown And Orange,None,None,None,Nothing,ApeCoin Tee,"10,83%","6,43%","10,38%","64,95%","62,75%","52,08%","65,90%","3,10%","0,00000313",225,"5,96",4,"85,84","45,90",3016,2923,N
